formula,year
Bi2K1,1960
Bi2La1Pd0.8,1960
Bi2La1Pd0.85,1960
Bi2La4Pb1,1960
Bi2Nd1Ni0.89,1960
Bi2Ni0.82Y1,1960
Bi2Pb1,1960
Bi0.3Pb0.7,1960
Bi0.45Pb0.55,1960
C1Mg1Ni2.9Ru0.1,1960
C1Mg1Ni3,1960
C1Mg0.9Ni3Zn0.1,1960
C1Mg1Ni2.7Ru0.3,1960
C1Mg1Ni2.8Ru0.2,1960
C1Mg1Ni2.934Ru0.066,1960
Bi0.56Pb0.44,1960
Bi0.575Pb0.425,1960
Bi0.625Pb0.375,1960
Bi0.65Pb0.35,1960
Bi0.26Tl0.74,1960
Bi0.343In0.657,1960
Bi0.34In0.66,1960
Bi0.35Pb0.65,1960
C0.925Mg1Ni3,1960
C0.965Mg1Ni3,1960
C0.977Mg1Ni3,1960
C0.978Mg1Ni3,1960
C0.98Mg0.9Ni3Zn0.1,1960
C0.69Mg1Ni3,1960
Bi1.5La4Pb1.5,1960
Bi1.5La4Sb1.5,1960
C1Fe0.01Mg1Ni2.99,1960
C0.98Mg1Ni3,1960
C0.99Mg0.7Ni3Zn0.3,1960
C1.35Ge0.1Y0.9,1960
C1.35Sn0.1Y0.9,1960
C1Co0.05Mg1Ni2.95,1960
C1Co0.1Mg1Ni2.9,1960
C0.906Mg1Ni3,1960
Ba8Si46,1960
N4Th3,1960
Hf1Os1,1960
Hf1W2,1960
Hf1Zr0.05,1960
Ge2.3La1Pt1.7,1960
Bi2.14Nd1Ni0.72,1960
Ag0.4Sn0.6Te1,1960
Be2Nb3,1960
Be2Ru1,1960
Be2Ta3,1960
Ba4Ge28Ir8,1960
Ba6C60,1960
Mo0.724Zr0.276,1960
Ba8Ga6Si40,1960
Ba8Ge12Si34,1960
C1Fe0.02Mg1Ni2.98,1960
C1Fe0.033Mg1Ni2.967,1960
C1Fe0.05Mg1Ni2.95,1960
C1Fe0.1Mg1Ni2.9,1960
C1Fe0.2Mg1Ni2.8,1960
C1Fe0.3Mg1Ni2.7,1960
Be17Nb2,1960
Mn1Sn2,1960
C1Mg1Ni2.967Ru0.033,1960
C1Mg1Ni2.98Ru0.02,1960
C1Mg1Ni2.995Ru0.005,1960
C1Mg1Ni2.99Ru0.01,1960
C1Mg0.7Ni3Zn0.3,1960
C1Mg0.85Ni3Zn0.15,1960
C1Mg0.8Ni3Zn0.2,1960
C1Fe0.025Mg1Ni2.975,1960
C2Cu0.05La1Ni0.95,1960
C2Cu0.15La1Ni0.85,1960
C2Cu0.1La1Ni0.9,1960
C2Cu0.25La1Ni0.75,1960
C2Cu0.2La1Ni0.8,1960
C2La0.75Ni1Y0.25,1960
C2La0.7Ni1Th0.3,1960
C2La0.85Ni1Y0.15,1960
Al0.9Ca1Ga0.1Si1,1960
Al0.9Ca1Si1.1,1960
La4Sb2Sn1,1960
Lu2Ni3Si5,1960
Lu2Rh1,1960
Mg0.94Tl0.06,1960
Mg6Ni16Si7,1960
Mn0.24Ni0.76,1960
Al1Ge1Sr1,1960
Al1Ge3Y2,1960
Al1Hf0.75Pd2Y0.25,1960
Al13Os4,1960
Al1Au2Sc1,1960
Al1Au4,1960
Al1Ba1Ge1,1960
Al1Ba1Sn1,1960
Ge2Rh2Sr1,1960
Mo3Zr1,1960
Ge5La2Pd3,1960
Al1Hf1Pd2,1960
Al1La1Rh1,1960
Al1Mg1Si1,1960
Al1Cu1,1960
Al1Ge1,1960
Ca1Si1.9,1960
Ca1Si3,1960
Ca2In1N1,1960
Ca3Co4Sn13,1960
Ca3Ir4Sn13,1960
Ca1Hg1,1960
Ca1Hg3,1960
Ca1Hg5,1960
C2La0.9Ni1Y0.1,1960
C2La1Ni1,1960
Cd0.04Cu0.96S2,1960
Cd0.75Mg0.25,1960
Cd0.7Mg0.3,1960
Cd0.86Mg0.14,1960
Cd0.8Mg0.2,1960
Ca1Pt1Si3,1960
C3Er0.4Th1.6,1960
C3Ho0.4Th1.6,1960
C3Lu0.3Th1.4,1960
C3Lu0.4Th1.6,1960
C2La0.8Ni1Th0.2,1960
C2La0.8Ni1Y0.2,1960
C2La0.95Ni1Y0.05,1960
C2La0.9Ni1Th0.1,1960
C2.7Ru0.2Y1.8,1960
C2.7Si0.2Y1.8,1960
C1Ru1,1960
C3Sc0.4Th1.6,1960
C4Fe1Y2,1960
C60Cs1H12N4Na2,1960
C6Yb1,1960
C2Th0.3Y0.7,1960
Ga1La1,1960
Ga1Sn1Sr1,1960
Hg2Pt1,1960
Hg5Mn2,1960
Hg5Pt2,1960
Ho1Ir1Si1,1960
Ho1P2Pd2,1960
Ho1Pd2Sn1,1960
Gd0.06La0.94Ru2,1960
Gd0.08La0.92Ru2,1960
Gd0.1Pd2Sn1Y0.9,1960
Fe1Np6,1960
Fe1Sn2,1960
Fe2Ti1,1960
Fe3Gd2Si5,1960
Fe3Si5Sm2,1960
Ce0.6La0.4Ru2,1960
Ce0.28La0.72Ru2,1960
Ce0.2La0.8Ru2,1960
Ce0.4La0.6Ru2,1960
Ce0.54La0.46Ru2,1960
Ce0.05La0.95Ru2,1960
Ce0.15La0.85Ru2,1960
Ga6Sm1,1960
Ca1Ir1Si3,1960
Ca1Ir2,1960
Ca1Pb1,1960
Ca1Pb1.2Tl1.8,1960
Ca1Pb3,1960
Ca1Ge3,1960
Ce0.5La0.5Ru2,1960
Ce0.65La0.35Ru2,1960
Ce0.8Pr0.2Ru2,1960
Ce0.8Ru2Tb0.2,1960
Ce0.91La0.09Ru2,1960
Ce0.93Gd0.07Ru2,1960
Ce0.94La0.06Ru2,1960
Dy0.3Pd2Sn1Y0.7,1960
Dy1Fe2Ge2,1960
Dy1Ir1Si1,1960
Cu0.86Si0.14,1960
Ce0.95La0.05Ru2,1960
Ce0.97Gd0.03Ru2,1960
Ce0.97La0.03Ru2,1960
Ce0.9La0.1Ru2,1960
Ce0.9Pr0.1Ru2,1960
Ce0.88La0.12Ru2,1960
Ce0.8La0.2Ru2,1960
H0.32V0.68,1960
H0.7Nb0.3,1960
Hf0.15Mo0.85,1960
Hf0.33W0.67,1960
Hf0.67Ni0.233Ru0.1,1960
Ce0.1La0.9Ru2,1960
Cd1Hg1,1960
Cu0.86Ge0.14,1960
Ho3Ni1,1960
Ho5Ir4Si10,1960
Hf2Ru3Si4,1960
Hg0.101Pb0.899,1960
Hg1K1,1960
Hg1Li3,1960
Hg2Mg5,1960
Hg2Na3,1960
Co0.06Ge2Pd1.94Sr1,1960
Co0.06La1Ru2.94Si2,1960
Co0.15La1Ru2.85Si2,1960
Co0.15Ni0.85Zr2,1960
Co0.24La1Ru2.76Si2,1960
Co0.2Ir3.8Lu5Si10,1960
Co0.3Ni0.7Zr2,1960
Cl1Li0.05N1Zr1,1960
Ge1.5La1Ni2P0.5,1960
Ga2Sr1,1960
Ga5Mn1.85,1960
Ce0.7La0.3Ru2,1960
Ce0.84Ru2Y0.16,1960
Ce0.85La0.15Ru2,1960
Ce0.86Ru2Tb0.14,1960
Cl1Li0.4N1Zr1,1960
Ge1Pd2Y1,1960
Ge2.25La1Pt1.75,1960
Gd1Ir1Si1,1960
Gd1P2Pd2,1960
Gd1Rh1Si1,1960
Gd1Sn3,1960
Gd3Ni1,1960
Ge0.5La1Ni2P1.5,1960
Dy1P2Pd2,1960
Dy3Ge13Ru4,1960
Cu3Ga1,1960
Ge13Ho3Ru4,1960
Ge13Nd3Ru4,1960
Ge13Pr3Ru4,1960
Ge1La1Ni2P1,1960
Ge1Pd1,1960
Eu1Ru4Sb12,1960
Cu1S2,1960
Fe0.09La1Ru2.91Si2,1960
Fe0.5Ru0.5,1960
Fe1.2Hf1V0.8,1960
Fe1.6Hf1V0.4,1960
Fe1Hf2,1960
Dy5Ir4Si10,1960
Co0.5Fe0.5Zr2,1960
Co0.5Ni0.5Ta2,1960
Co0.5Ni0.5Zr2,1960
Co0.6Ni0.4Zr2,1960
Co0.7Ni0.3Zr2,1960
Co1Lu3,1960
Cu1Ga2,1960
Eu1Ga1Sn1,1960
Cr0.74Re0.26,1960
Cr1Ru2,1960
Cr1Ti3,1960
Cu1S1.8Se0.2,1960
Cr0.152Ti0.848,1960
Cr0.4Re0.6,1960
Co1Ti2,1960
Co0.44Mo0.56,1960
Cl1Li0.06N1Zr1,1960
Cl1Li0.13N1Zr1,1960
Cl1Li0.14N1Zr1,1960
Cl1Li0.16N1Zr1,1960
Cl1Li0.17N1Zr1,1960
Cl1Li0.18N1Zr1,1960
Cl1Li0.28N1Zr1,1960
Ce1Ru2,1960
Ce1Ru4Sb12,1960
Cd1V3,1960
Cd6Na1,1960
Cu0.1Se2Zn0.9,1960
Cu0.2S2Zn0.8,1960
Cu0.6S2Zn0.4,1960
Cu0.94Sn0.06,1960
Cr0.73Mo0.27,1960
Co1In5La1,1960
Cu1Rh2S4,1960
Co1Sc3,1960
Co1Sn2,1960
Co2Ge2Sr1,1960
Co1.5V0.5Zr1,1960
Cu1Zn3,1960
Cu1S4Ti2,1960
Cu0.786Sb0.214,1960
Cu0.81Sb0.19,1960
Cu0.825Ge0.175,1960
Cu0.82Ge0.18,1960
Cu0.83Ge0.17,1960
Cu0.844Sb0.156,1960
Cu0.845Sb0.155,1960
Co1Ge3Pr1,1960
Er1Ga6,1960
Er1Ir1Si1,1960
Er3Ge13Ru4,1960
Er4.61Rh6Sn18.39,1960
Er5Ir4Si10,1960
Eu1Ga1Ge1,1960
Eu1Ga1Si1,1960
Cu0.4Ir2S4Zn0.6,1960
Pr2S3,1960
Br1.8C2I0.2Y2,1960
C0.85Mg1Ni3,1960
Pb0.5Tl0.5,1960
Pb1V3,1960
Pd0.5Rh0.5,1960
Pd1Se1,1960
Pd1Sn4,1960
C1La3Tl1,1960
C1Mg1Mn0.01Ni2.99,1960
C1Mg1Mn0.03Ni2.97,1960
C1Mg1Mn0.05Ni2.95,1960
C1Ni3Zn1,1960
Co0.5Ni0.5V3,1960
C1In1La3,1960
Pr1Ru2,1960
B4Ho1Rh4,1960
B4Ho1Rh3.72Ru0.28,1960
C1Th1,1960
C1U1,1960
C2Dy1,1960
C2Tb1,1960
C3Pr0.4Th1.6,1960
C1La3Pb1,1960
B6Y1,1960
B6Th1,1960
B6Os8Y3,1960
Cr3P1,1960
Co1Ge3Nd1,1960
Cu1La1,1960
B6La0.2Y0.8,1960
Cu1.5Ni2.5Zr8,1960
Cu70Sn30,1960
Tc0.5Ti0.5,1960
Te1Th1,1960
Te1Ti1,1960
As1Ir1La1,1960
As1Pd2,1960
As1Pt1Sr1,1960
B2Cu0.05Mg0.95,1960
B6La0.1Y0.9,1960
Cu1S1Se1,1960
Cu1S4V2,1960
Cu1Se1Te1,1960
Cu1Se2,1960
Cu1La1Sb2,1960
Cu50Sn50,1960
Cu60Sn40,1960
P2Ru2Y1,1960
Ca1P2Rh2,1960
Ca1Zn5,1960
Ca2Si1,1960
C4Fe1Lu2,1960
C4Fe1Tm2,1960
Cu1Te2,1960
Cu1Y1,1960
Pd3Y1,1960
Pd4Te1,1960
P0.4S0.6Y1,1960
P1Ru1Ta1,1960
P1S1Ta1,1960
P2Pd2Pr1,1960
P2Pd2Sm1,1960
P2Pd2Tb1,1960
Cu3Sb1,1960
Cu2Li1P2,1960
Fe0.3Hf1V1.7,1960
Fe0.3Ni0.7Zr2,1960
Fe0.4Ni0.6Zr2,1960
B6Fe0.1Y0.9,1960
Be17Ta2,1960
Ni1Sb3,1960
As0.25Se0.75Y1,1960
Al2.06Cu1,1960
C0.96Sc1,1960
C1Ga1La3,1960
Dy0.15Pd2Sn1Y0.85,1960
Dy0.1Pd2Sn1Y0.9,1960
Dy0.2Pd2Sn1Y0.8,1960
Dy1Ga6,1960
As12Pr1Ru4,1960
B2Cu0.004Mg0.996,1960
B2Cu0.011Mg0.989,1960
B2Cu0.018Mg0.982,1960
B2Cu0.03Mg0.97,1960
Al3Ca2Si4,1960
Al3La1Pd2,1960
Al5Re24,1960
B2Cu0.1Mg0.9,1960
B2Cu0.2Mg0.8,1960
Sn1Y2,1960
Cu0.25Pd49.75Sb50,1960
Sn3U1,1960
Sn3Y5,1960
As12La1Os4,1960
As12La1Ru4,1960
Fe0.2Ni0.8Zr2,1960
Fe0.33Ni0.67Zr2,1960
Fe0.36Ni0.64Zr2,1960
Er0.9Pd2Sn1Y0.1,1960
Er1Pd2Sn1,1960
Er1Rh1.1Sn3.6,1960
Er4.41Rh6Sn18.59,1960
Er4.57Rh6Sn18.43,1960
Fe0.6Ni0.4Zr2,1960
Fe2Ge2Y1,1960
Fe3Re2,1960
Fe0.06La1Ru2.94Si2,1960
Fe0.075La1Ru2.925Si2,1960
Fe0.083La1Ru2.917Si2,1960
Fe0.15Ni0.85Zr2,1960
Fe0.1Ni0.9Zr2,1960
Ni0.5Si1.5Sr1,1960
Ni0.6Si1.4Sr1,1960
Ni0.93Sn0.07,1960
Cs0.5Nb1S2,1960
Bi2La4Sn1,1960
Bi2Mg3,1960
Ta1Te2,1960
Fe0.5Ni0.5Zr2,1960
Ni1Tb3,1960
Ni1Te1,1960
Os2P2Sr1,1960
Os2U1,1960
Bi2Pd3S2,1960
Bi2Zr1,1960
Bi4Cs1Te6,1960
Ni0.4Si1.6Sr1,1960
Be5Co1,1960
Be5Pd1,1960
Bi0.25Pd0.75,1960
Bi0.95Pb0.05,1960
Be17Zr2,1960
Be1H4Li2,1960
Be1Mo3,1960
Be1Rh1,1960
Bi12Pb5Se23,1960
Bi1Cu1Mg1,1960
Bi1K3,1960
Bi1Li3,1960
Bi1Na3,1960
Bi1Y1,1960
Be3Nb1,1960
Be45Zr55,1960
Er0.8Pd2Sn1Y0.2,1960
Er0.95Pd2Sn1Y0.05,1960
Ba2Sb6Sn3,1960
Ga1Pt1,1960
Ga1Si1Sr1,1960
Ga6Tb1,1960
Ga6Y1,1960
Gd0.02La0.98Ru2,1960
Eu1Nd2S5,1960
Fe0.03La1Ru2.97Si2,1960
B6Ce0.05Y0.95,1960
Er0.1Pd2Sn1Y0.9,1960
Er0.2Pd2Sn1Y0.8,1960
Er0.3Pd2Sn1Y0.7,1960
Er0.4Pd2Sn1Y0.6,1960
Er0.6Pd2Sn1Y0.4,1960
Ge10Lu5Rh4,1960
Ge12La1Pt4,1960
Ge12Nd1Pt4,1960
Ge12Pr1Pt4,1960
Ge12Pt4Th1,1960
Ge13Lu3Ru4,1960
Ge13Os4Y3,1960
Ge13Ru4Y3,1960
Fe3Si5Tm2,1960
Ge1La1Pt1,1960
Ge1La3,1960
B4Ru4Sc1,1960
B4Rh4Sm1,1960
B4Os1Y1,1960
B4Nd1Rh4,1960
Ge2.03La1Pt1.97,1960
B4Lu1Ru4,1960
Al0.04Au0.92In0.04,1960
Ga1.2Si0.8Sr1,1960
Ga1La3,1960
Al0.04Au0.92Ga0.04,1960
Ga0.8Si1.2Sr1,1960
Ga0.9Si1.1Sr1,1960
Ga1.1Si0.9Sr1,1960
Be1Ta2,1960
Be2Mn1,1960
Be2Re1,1960
Be3Cu1,1960
Cr0.48V0.52,1960
Cr0.476Mo0.524,1960
Cr0.2Fe0.8U6,1960
Cu0.65Ir2S4Zn0.35,1960
Ge2Pd1.9Pt0.1Sr1,1960
Ge2Pd2Sr1,1960
Ge2Re1,1960
Ge2Ru2Th1,1960
Ge2Ni2Sr1,1960
Ge2Os2Th1,1960
Ge2Pd1.86Pt0.14Sr1,1960
Ge2Pd1.8Rh0.2Sr1,1960
Ge2Y1,1960
Ge3Ni1Y1,1960
Ge3Ni1Y2,1960
Ge3Pd1Sr1,1960
Ge3Pt1Sr1,1960
Ge4La3Ni4,1960
Ge2Pd1.98Pt0.02Sr1,1960
Ge2Pd1.99Pt0.01Sr1,1960
Gd0.02Pd2Sn1Y0.98,1960
Gd0.03La0.97Ru2,1960
Gd0.04La0.96Ru2,1960
Gd0.05La0.95Ru2,1960
Gd0.05Pd2Sn1Y0.95,1960
Cu0.5Ir2S4Zn0.5,1960
Cu0.55Ir2S4Zn0.45,1960
Co1.95Cu1Ir0.05S4,1960
Co1.95Cr0.05Cu1S4,1960
Co1.8Cu1.2S4,1960
Ge0.5Rh0.5,1960
Ge1.8La1Pt2Sn0.2,1960
Ge1.96Pd2Si0.04Sr1,1960
Ge1.98Pd2Si0.02Sr1,1960
Ge1.9Pd2Si0.1Sr1,1960
Ge10Ir4Lu5,1960
Hf0.906Mo0.094,1960
Hf0.915Mo0.085,1960
Hf0.93Mo0.07,1960
Hf0.99Zr0.01,1960
Hf0.34Mo0.66,1960
Hf0.3V2Zr0.7,1960
Hf0.4V2Zr0.6,1960
Hf0.52Ta0.48,1960
Hf1P1Ru1,1960
Hf1Rh1,1960
Hg0.698Tl0.302,1960
Hg0.714Tl0.286,1960
Hf0.6V2Zr0.4,1960
Hf0.7V2Zr0.3,1960
Hf0.875Re0.125,1960
Hf0.87Mo0.13,1960
Ge2Ir2Th1,1960
Ge2La1,1960
Ge2La1Ni2,1960
Ge2Ni0.2Pd1.8Sr1,1960
Hf0.9Mo0.1,1960
Hf1In1Pd2,1960
Hf1Ir1Si1,1960
Hf1Os1P1,1960
Ge2Pd1.92Pt0.08Sr1,1960
Ge2Pd1.93Pt0.07Sr1,1960
Ge2Pd1.94Pt0.06Sr1,1960
Ge2Pd1.96Pt0.04Sr1,1960
Ge2.06La1Pt1.94,1960
Ge2.15La1Pt1.85,1960
Ge2.1La1Pt1.9,1960
Ge2.2La1Pt1.8,1960
In0.021Sn0.979Te1,1960
In0.025Sn0.975Te1,1960
In0.044Sn0.956Te1,1960
In0.04Sn0.96Te1,1960
In0.051Sn0.949Te1,1960
Hg1Sn6,1960
Hg2K1,1960
Hg2Mg1,1960
In0.71S8V6,1960
In0.05Sn0.95Te1,1960
In0.08Sn0.92Te1,1960
In0.099Sn0.901Te1,1960
In0.12Pb0Sn0.88Te1,1960
In0.25Tl0.75,1960
Ho0.1Pd2Sn1Y0.9,1960
Er2Fe3Si5,1960
H0.75Ni0.015Pd0.985,1960
In0.2Pb0.8,1960
In0.2Se0.05Sn0.8Te0.95,1960
In0.3Sn0.7Te1,1960
In0.5Pb0.5,1960
In0.62Tl0.38,1960
In0.63S8V6,1960
In0.6Pb0.4,1960
Hf0.5Ta0.5,1960
Hf0.5V2Zr0.5,1960
Hf0.654Mo0.346,1960
Ge4La3Pd4,1960
Ge5La1,1960
Ge6Pt4Y3,1960
Ge7Ir3,1960
H0.12Ta0.88,1960
In1.1Te1,1960
In0.75Pb0.25,1960
In0.82Mg0.18,1960
In0.82Te1,1960
In0.83Te1,1960
In0.87Te1,1960
In0.91Te1,1960
Ir1.4Ru0.6Th1,1960
In1Mg2,1960
In1N1,1960
In1Pd1,1960
In1Pd2Y1,1960
In0.95Te1,1960
In1.015Te1,1960
In1.05Te1,1960
In1.15Te1,1960
In3La1,1960
In3Lu1,1960
In3Te4,1960
In3Y1,1960
In1.5La1Sn1.5,1960
In1.5Pb1.5Y1,1960
In1.5Sn1.5Th1,1960
In1.71Sn1.29Y1,1960
Hg2Na1,1960
Hg3Li1,1960
Hg4K1,1960
Hg5Tl2,1960
Hg8K1,1960
In1Pd2Zr1,1960
In1S8V6,1960
Dy0.1Fe3Si5Y1.9,1960
B2Gd1Rh3,1960
B2Hf1,1960
B2Ho1Os1,1960
B6Ho0.01Y0.99,1960
B6Pr0.01Y0.99,1960
B6Sm0.01Y0.99,1960
B6Tb0.01Y0.99,1960
B6Tb1,1960
Ba1Ge1In1,1960
Ba1Os2P2,1960
Ba1Ca1Sn1,1960
B4Gd1Ru4,1960
B4Ho0.745Lu0.255Rh4,1960
B4Ho0.901Lu0.099Rh4,1960
Dy0.1Fe3Lu1.9Si5,1960
Dy0.06Fe3Lu1.94Si5,1960
Cu6Th1,1960
Co0.75Cu0.25Zr2,1960
Co0.3Sc0.7,1960
Co0.25Pd49.75Sb50,1960
Co1.99Cu1Ir0.01S4,1960
Ba8Ga10Si36,1960
Co1.99Cr0.01Cu1S4,1960
Co1.98Cu1Rh0.02S4,1960
Ir1.6Os0.4Th1,1960
Ir1Li2Si3,1960
Ir1Lu2,1960
Ir1P1Sc1,1960
Co1.98Cu1Ir0.02S4,1960
Co1.98Cr0.02Cu1S4,1960
Co2Cu1S4,1960
Co1Y3,1960
Cr0.57Mo0.43,1960
Co0.02Cu0.98Rh2S4,1960
Cl1Hf1N1Na0.29,1960
Cl1Hf1N1Na0.28,1960
Ir1.2Ru0.8Th1,1960
Ir1.3Os0.7Th1,1960
Ir1.4Os0.6Th1,1960
Ir0.7Re0.3,1960
B4Ru4Tb1,1960
B4Co4Tm1,1960
B4Dy1Ru4,1960
B4Er0.085Ho0.915Rh4,1960
B4Er1Ru4,1960
B4Eu1Ru4,1960
Ir1Ru1Th1,1960
Co1.8Cr0.2Cu1S4,1960
B6Eu0.01Y0.99,1960
B6Gd1,1960
B4Ho0.933Lu0.067Rh4,1960
B4Ho1Ru4,1960
B4Nd1Ru4,1960
B4Pr1Ru4,1960
B4Rh4Tb1,1960
B4Ru4Sm1,1960
B6Tm0.01Y0.99,1960
B6Y0.99Yb0.01,1960
B4Ru4Th1,1960
B4Ru4Tm1,1960
B4Ru4Yb1,1960
B6Ce0.01Y0.99,1960
B6Dy0.01Y0.99,1960
B6Er0.01Y0.99,1960
Co0.7Cu0.3Zr2,1960
Ir2Y3,1960
Ir3Lu1.92Sc0.08Si5,1960
Ir3Lu1.96Sc0.04Si5,1960
Ir3Lu1.9Sc0.1Si5,1960
Ir3Lu2Si5,1960
Ir3Si5Y2,1960
Ir3Y1,1960
La0.35Y0.65,1960
Ir4Lu2.5Sc2.5Si10,1960
Ir4Lu5Si10,1960
Ir4Si10Tm5,1960
Ir4Si10Y5,1960
Ir4Sn13Sr3,1960
Co1Ti1,1960
Co1Ta2,1960
Ir0.75Os0.25,1960
Co1Si2,1960
Co1La3,1960
K1Ni2S2,1960
K1Ni2Se2,1960
Co1Hf2,1960
La0.25Sn3Th0.75,1960
La0.2Th0.8,1960
Ir0.85W0.15,1960
Ir0.8Pt0.2,1960
Ir0.8Re0.2,1960
Co4Sc5Si10,1960
Co4La3Sn13,1960
Co3Th7,1960
Ir0.55Re0.15,1960
Ir0.5Te0.5,1960
La0.98Nd0.02Pt1Si1,1960
La0.98Pr0.02Ru2,1960
La0.99Nd0.01Pt1Si1,1960
La0.9Nd0.1Pt1Si1,1960
La0.5Sn3Th0.5,1960
La0.84Ru3Si2Tm0.16,1960
La0.8Os4Pr0.2Sb12,1960
La0.8Th0.2,1960
La1Ni0.6Pt0.4Si1,1960
La1Ni0.7Pt0.3Si1,1960
La1Ni0.9Pt0.1Si1,1960
La1Ni1Sb2,1960
La0.94Nd0.06Pt1Si1,1960
La0.95Nd0.05Pt1Si1,1960
La0.96Nd0.04Pt1Si1,1960
La0.97Nd0.03Pt1Si1,1960
La1P1Rh1,1960
La1P2Pd2,1960
La1P2Ru2,1960
La1Pb1.5Sn1.5,1960
La1Mg2,1960
La1Ni0.3Pt0.7Si1,1960
La1Ni0.4Pt0.6Si1,1960
La1Ni0.5Pt0.5Si1,1960
Ir1Si1Th1,1960
Ir1Si1Y1,1960
Ir1Sn4,1960
Ir2.5Sc1,1960
La1Ni1Si1,1960
La1Os2,1960
La1Os4P12,1960
La1Os4Sb12,1960
La1Sn1.5Tl1.5,1960
La1Sn2,1960
La1Te1,1960
La2.7Pr0.3Se4,1960
La1Pb1.5Tl1.5,1960
La1Pd0.8Sb2,1960
La1Pd1Sb2,1960
La1Pd2Sb2,1960
La3Ni4Si4,1960
La3Pd4Si4,1960
La3Pd5Si1,1960
La3Sb3Y1,1960
La1Ru2,1960
La1Ru3Si2,1960
La1Ru4Sb12,1960
La1Se1,1960
La7Pd3,1960
La7Ru3,1960
Ag5Sn1,1960
Ag5Ba1,1960
La2.85Pr0.15Se4,1960
La2Rh3Si5,1960
La2Rh3Sn5,1960
La2Sb1,1960
La0.91Nd0.09Pt1Si1,1960
La0.92Nd0.08Pt1Si1,1960
La0.92Ru3Si2Tm0.08,1960
La0.93Nd0.07Pt1Si1,1960
La3Se4,1960
La3Sn1,1960
La3Te4,1960
La6Sb15Zn1,1960
Li0.9Mg0.1,1960
Li1Pb1,1960
Ag2Se1,1960
Ag1Zn3,1960
Ag1Y1,1960
Lu1Re2,1960
Lu1Tc2,1960
Ag1La1Sb2,1960
Mo0.4Tc0.6,1960
Lu5Rh4Si10,1960
Mg0.47Tl0.53,1960
Mg2Zn11,1960
Mn0.101Ti0.899,1960
Mn0.14Ti0.86,1960
Mo0.163Ti0.837,1960
Ag1Ce1Sb2,1960
Mo0.815Re0.185,1960
Mo0.82Re0.18,1960
Mo1P1Ru1,1960
Mo0.16Ti0.84,1960
Mo0.33Re0.67,1960
Mo0.39Ru0.61,1960
Mo0.42Re0.58,1960
Mo0.45Tc0.55,1960
La1Pt1Si1,1960
La1Rh1Si1,1960
La1Rh1Si3,1960
La1Rh1Sn1,1960
Mo0.62Re0.38,1960
Mo0.67Zr0.33,1960
Mo0.6Re0.395,1960
Mo0.6Re0.4,1960
B4Ce1Ru4,1960
B4Co4Dy1,1960
B4Co4Er1,1960
B4Co4Gd1,1960
B4Co4Ho1,1960
B4Co4Lu1,1960
B4Co4Tb1,1960
B2Os3U1,1960
Ag1Be2,1960
Co1.99Cu1Rh0.01S4,1960
Cl1Hf1N1Na0.18,1960
Nb1Tc3,1960
B0.57Nb0.43,1960
B0.86Ba0.14,1960
B12Er1,1960
B2V1,1960
Ag0.85In0.15,1960
Ag0.55Hg0.45,1960
Tl1Zr4,1960
Mo8P5,1960
Mo2Zr1,1960
Mo3P1,1960
Ti4Tl1,1960
Ti1Zn2,1960
Cu0.81Ge0.19,1960
Cu0.81Ga0.19,1960
Cu0.815Ge0.185,1960
Cu0.6Ir2S4Zn0.4,1960
Cu1.2Rh1.8S4,1960
Cu0.95Se2Zn0.05,1960
Co1.9Cu0.9S4,1960
Co1.9Cr0.1Cu1S4,1960
Nb0.69Pd0.31,1960
Nb0.72Pd0.28,1960
Nb0.76Pd0.24,1960
Nb0.83Pd0.17,1960
Nb0.85Pd0.15,1960
Nb0.8Pd0.2,1960
Cu4K1S3,1960
Na0.5Nb1S2,1960
B2Er1Os1,1960
B2Er1Ru1,1960
Nb1.01Se2,1960
Nb1.02Se2,1960
Nb1.05Se2,1960
Ta0.53Ti0.47,1960
Nb1P1S1,1960
Nb0.36Ti0.64,1960
B2Ir2Sr1,1960
B2Ir3Y1,1960
B2Nb3,1960
B2Nd1Rh3,1960
B2Os1Tb1,1960
B2Os1Tm1,1960
B2Dy1Os1,1960
B2Dy1Ru1,1960
B2Rh2Sr1,1960
B2Rh3Sm1,1960
B2Ru1Tb1,1960
B2Ru1Tm1,1960
B2Ru3U1,1960
B2Ta3,1960
B2Ti1,1960
B2Ho1Ru1,1960
La2S3,1960
La2Se3,1960
La3Sn7,1960
Fe0.3V1.7Zr1,1960
Fe0.15Hf1V1.85,1960
Cu0.85Ge0.15,1960
La1Mg1,1960
La1N0.98,1960
Cu0.84Ge0.16,1960
B4Er1Rh4,1960
B4Er1Ir2Rh2,1960
La1Pt5,1960
B4Er0.9Gd0.1Rh4,1960
La1Rh2,1960
La1Si1.75,1960
La1Si1.82,1960
Ni2P2Sr1,1960
Ni30Zr70,1960
Ni31Zr69,1960
Ni33Zr67,1960
Nb25Ti75,1960
Nb2Pd0.81S5,1960
Nb2Pd1S5,1960
Li0.5Nb1S2,1960
Nb0.24Tc0.76,1960
Nb0.33Ti0.67,1960
Ni36.5Zr63.5,1960
Ni40Zr60,1960
Ni45Zr55,1960
Ni0.3Si1.7Sr1,1960
Ni1Zr2,1960
Ni29Zr71,1960
Os0.15W0.85,1960
Pd0.6W0.4,1960
Pd1.5Te2,1960
Pd1.75Te2,1960
