formula,year
La1Pb2.76Tl0.24,1960
La1Pb3,1960
La1Pd2Si2,1960
Ir1Te3,1960
Ir1Th1,1960
Ir2La1,1960
Ir2La1Si2,1960
Ir2Lu1,1960
La1Si2,1960
La1Sn3,1960
La1Zn1,1960
B2Co3Tm1,1960
B2Co3Y1,1960
B2C2Dy1,1960
B2C2La1,1960
B2Co2Y1,1960
B2Co3Dy1,1960
Ir1Os1Th1,1960
Ir1Sn2,1960
C3Th0.6Y1.4,1960
Ba1Si2,1960
B2Co3Er1,1960
B2Co3Gd1,1960
B2Co3Ho1,1960
B2Co3Sc1,1960
B2Co3Sm1,1960
B2Co3Tb1,1960
B1Co2,1960
B1Cr1,1960
B1Mn2,1960
As2Ti1,1960
As3Mo2,1960
As3Pt2,1960
As7Re3,1960
Au0.25Cu0.75,1960
B1Pt1,1960
B1V1,1960
B1V2,1960
B1W1,1960
B2C1Ir2La1,1960
Au1Be5,1960
Au1Mg1,1960
B0.72Mo0.28,1960
La0.962Sn3Tm0.038,1960
La0.9Pb3Pr0.1,1960
La1N1,1960
La1Ni2P2,1960
La1P12Ru4,1960
La0.48Y0.52,1960
B1Nd1Rh3,1960
B1Ni2,1960
La1Pt2,1960
La1Rh2Si2,1960
La1Rh3,1960
La1Ru2Si2,1960
La1Sb2,1960
La0.908Sn3Tm0.092,1960
La0.92Sn3Tm0.08,1960
La0.95Pb3Pr0.05,1960
As1Hf1,1960
As1La1Rh1,1960
As1Pd1Se1,1960
As1Pd3,1960
As1Ru1,1960
Ir0.94Se2,1960
Ir0.95Pd0.05Te2,1960
Ir0.95Pt0.05Te2,1960
As1Y1,1960
As1Zn1,1960
As2Ba1Ru2,1960
Al1.85La1Si0.15,1960
Al13Ru4,1960
Al1B2,1960
Al1Ba1Si1,1960
B2C1La1Rh2,1960
B2Lu1Ru3,1960
B2Nd1Ru3,1960
As2Hf1,1960
Al2Ca1,1960
Al2Lu1,1960
Al2Sc1,1960
Al2Y1,1960
Al1C1Y3,1960
Au0.75Hg0.25,1960
Au0.88In0.12,1960
Au0.9In2Pd0.1,1960
B2Dy1Ru3,1960
B2Er1Ru3,1960
B2Gd1Ru3,1960
B2Ho1Ru3,1960
B2Lu0.8Ru1Tb0.2,1960
Ir2Si2Y1,1960
Ir2Th1,1960
Ir2Y1,1960
Ir3La7,1960
Ir3Te8,1960
As1V3,1960
Al5Y2,1960
Al3Pd4Si1,1960
Ir4La3Sn13,1960
Ir4Sc5Si10,1960
Ir5La1,1960
Ir5Th1,1960
C3Th0.5Y1.5,1960
K0.5Nb1S2,1960
Ir2Sc1,1960
Ir2Si2Th1,1960
La0.02Os4Pr0.98Sb12,1960
La0.05Os4Pr0.95Sb12,1960
La0.06Pb3Th0.94,1960
La0.1Os4Pr0.9Sb12,1960
La0.1Ru2Th0.9,1960
La0.2Os4Pr0.8Sb12,1960
La0.3Os4Pr0.7Sb12,1960
Ir3Th7,1960
Ir0.2Os1.8Th1,1960
Ir0.2Ru1.8Th1,1960
Ir0.43Ru0.57,1960
Ir0.69Y0.31,1960
Ir0.77Se2,1960
Ir0.7Y0.3,1960
Ir0.85Rh0.15Te2,1960
Ir0.88Pt0.12Te2,1960
Ir0.96Pt0.04Te2,1960
Ir0.97Pd0.03Te2,1960
Ir0.97Pt0.03Te2,1960
Ir0.98Pt0.02Te2,1960
Ir0.99Pt0.01Te2,1960
Ir0.9Rh0.1Te2,1960
Ir0.8Os1.2Th1,1960
Ir0.91Se2,1960
Ir1.2Os0.8Th1,1960
Ir1.8Os0.2Th1,1960
Ir1.8Ru0.2Th1,1960
Ir1La1P1,1960
Ir1La1Si1,1960
Ir1La1Si3,1960
Ir0.95Te2,1960
Ir0.96Pd0.04Te2,1960
In0.5Sn0.5Te1,1960
In0.75Sn0.25,1960
In0.061Sn0.927Te1,1960
In0.065Sn0.923Te1,1960
In0.073Sn0.915Te1,1960
In0.084Sn0.904Te1,1960
In0.16Sn0.84Te1,1960
C3Sc0.2Th1.8,1960
Al4C3,1960
Al4Ca1,1960
Al4Cu9,1960
In3Rh1,1960
In0.2Sn0.8Te1,1960
In0.45Sn0.55Te1,1960
In0.45Tl0.55,1960
In0.4Sn0.6Te1,1960
Hf0.95Ta0.05V2,1960
In3Ru1,1960
In4Sb1Te3,1960
Ir0.1Os1.9Th1,1960
Ir0.1Si1.9Th1,1960
In0.7Sn0.3,1960
In0.8La3Sn0.2,1960
C3Lu0.2Th1.8,1960
Hf0.9V2Y0.1,1960
Hf1Mo2,1960
Hf0.84Nb0.16V2,1960
Hf0.87Ta0.13V2,1960
Hf0.87V2Zr0.13,1960
Hf0.8Ta0.2V2,1960
Hf0.8Ti0.2V2,1960
Hf0.8V2Zr0.2,1960
Hf5Re24,1960
Hg0.15Pb0.85,1960
Hg1Mg1,1960
Hf0.95V2Y0.05,1960
Hf0.99Ta0.01V2,1960
Hf0.9Nb0.1V2,1960
Hf0.9Ta0.1V2,1960
Hf0.9Ti0.1V2,1960
Ir0.92Pt0.08Te2,1960
Ir0.93Te2,1960
Ir0.94Pt0.06Te2,1960
Hf1Os2,1960
Hf1Re2,1960
Hf1Tc2,1960
Hf1V2,1960
Hf2Rh1,1960
Li1Zn1,1960
B1Li2Pd3,1960
B1Li2Pt3,1960
B1Mo1,1960
B1Mo1.5Ta0.5,1960
B1Mo1.75Ta0.25,1960
B1Mo1Re1,1960
B1Mo2,1960
Mg24Y5,1960
B1Ta1,1960
B1Ta2,1960
Bi0.15In0.85,1960
Be5Pt1,1960
Be2Nb1,1960
C1.3La1,1960
Ge1.96La1Pd2Sn0.04,1960
Ge1.92La1Pd2Sn0.08,1960
Lu1Rh1,1960
Lu1Rh2,1960
Lu1Rh2Si2,1960
Lu1Te1,1960
Mg0.97Sn0.03,1960
Mg0.97Zn0.03,1960
Mg1Y1,1960
In1La3,1960
Ge0.5Pt0.5,1960
C1.95Y1,1960
Mn1Sb1,1960
Mo0.75W0.75,1960
Mo1Ni1P2,1960
Mo1P1,1960
C1.58La1,1960
H0.985Pd1,1960
H0.995Pd1,1960
H0.9Pd1,1960
H15Th4,1960
Hf0.5Nb0.5,1960
Ge3Rh5,1960
H0.81Pd1,1960
H0.827Pd1,1960
Ge2Rh2Th1,1960
Ba7.76Si46,1960
Ba8Cu4Si42,1960
Ba8Ga16Ge30,1960
Ba3Ge16Ir4,1960
Bi0.9Sb0.1,1960
Bi14Rh3,1960
H0.983Pd1,1960
Ge2Pd2Th1,1960
Ge2Lu1,1960
Ge2La1Pd2,1960
Ba8Ge46,1960
H0.94Pd1,1960
H0.938Pd1,1960
H0.886Pd1,1960
H0.87Pd1,1960
Hg3Zr1,1960
In0.027Sn0.961Te1,1960
In0.038Sn0.95Te1,1960
Ge1Ir1,1960
Ge10Os4Y5,1960
Ge1.9La1Pd2Sn0.1,1960
Ge3La2Ni1,1960
Ge2Sc1,1960
Bi3Fe0.05Ni0.95,1960
Bi0.1Pt1Sb0.9,1960
Bi0.23Pb0.77,1960
Bi0.25Pb0.75,1960
Bi0.26Pb0.74,1960
Bi0.2Pb0.8,1960
Bi0.5Sn0.5,1960
Bi0.6Tl0.4,1960
Ge2Rh5,1960
Bi2Pt1,1960
Ge2Hf1,1960
Mn1Ni1Zr1,1960
Mn1P1,1960
Bi1Pd1Te1,1960
Bi2Ni3Se2,1960
Be0.944Co0.056,1962
Be0.95Fe0.05,1962
Be13Th0.038U0.962,1962
Be13Th0.035U0.965,1962
Be0.95Pt0.005,1962
Be13Th0.026U0.974,1962
Be13Th0.022U0.978,1962
Be0.977Fe0.023,1962
Be13Th0.01U0.99,1962
Be13Th0.018U0.982,1962
Be13Th0.017U0.983,1962
Be13Th0.009U0.991,1962
Be13Th0.007U0.993,1962
Be13Th0.045U0.955,1962
Be13Th0.043U0.957,1962
Be13Th0.03U0.97,1962
Be13Th0.019U0.981,1962
Be11Fe1,1962
Ir0.97Ta0.03,1962
Ir0.9Nb0.1,1962
Ir0.9Pt0.1,1962
Ir0.9Ta0.1,1962
Ir0.965Nb0.035,1962
Ir0.925Nb0.075,1962
Ir0.925Ta0.075,1962
Ir0.94Ta0.06,1962
Be13Ce1,1962
Be12Pd1,1962
Be12Mo1,1962
Be12Mn1,1962
Be13Mn1,1962
Be13Lu1,1962
Be13La1,1962
Be13Th0.052U0.948,1962
Be13Th0.06U0.94,1962
Be13U1,1962
Be13W1,1962
Be22Mo0.3Re0.7,1962
Be22Mo1,1962
Be22Os0.05Re0.95,1962
Be13Hf1,1962
Be22Re0.95W0.05,1962
Be22Re0.99Ru0.01,1962
Be22Re1,1962
Be22W1,1962
Be13Pd1,1962
Be13Mo1,1962
Be13Y1,1962
Be13Th0.046U0.954,1962
Be22Tc1,1962
Ir1,1962
Be16Zr1,1962
Be12W1,1962
Be13Ca1,1962
Be12Ta1,1962
Be13Mg1,1962
Be13Th1,1962
Be13Zr1,1962
Be12Cr1,1962
Be12Nb1,1962
Be0.95Ru0.05,1962
B0.03Be12.97U1,1962
B0.044Be12.956U1,1962
B0.01Be12.99U1,1962
Li0.3W1O3,1965
Li1.035Ti1.965O4,1965
Ba1Sb1.7Sn0.3Ti2O1,1965
Al0.11N0.84Nb0.89O0.16,1965
Ba2Ca0.2Fe3Y0.8O8,1965
K0.5W1O3,1965
K1La1Nb2O7,1965
K1Nb0.36Ta0.64O3,1965
Mo5O2,1965
K0.3Mo1O3,1965
K0.42W1O3,1965
K0.05Mo1O1.63,1965
K0.38W1O3,1965
Mo1O2,1965
K0.45W1O3,1965
K1Nb0.02Ta0.98O3,1965
Ba1Sb1.8Sn0.2Ti2O1,1965
K0.4W1O3,1965
Li1.04Ti1.96O4,1965
K1Nb0.008Ta0.992O3,1965
Li0.33V2O5,1965
Ba0.85K0.15Sb2Ti2O1,1965
Na0.1W1O3,1965
Li0.45Nb1O2,1965
N0.98Nb1O0.02,1965
Ba0.7Rb0.3Sb2Ti2O1,1965
Ni1O1,1965
Ba0.95K0.05Sb2Ti2O1,1965
Ba0.8Rb0.2Sb2Ti2O1,1965
Ba0.8K0.2Sb2Ti2O1,1965
Ba0.88K0.12Sb2Ti2O1,1965
Ba0.85Na0.15Sb2Ti2O1,1965
Li0.98Mg0.02Ti2O4,1965
Ba0.9Rb0.1Sb2Ti2O1,1965
Ba0.9Na0.1Sb2Ti2O1,1965
Ba0.9K0.1Sb2Ti2O1,1965
Ba0.75Na0.25Sb2Ti2O1,1965
Ba0.96K0.04Sb2Ti2O1,1965
Ba0.95Rb0.05Sb2Ti2O1,1965
Ba0.95Na0.05Sb2Ti2O1,1965
Ba0.075Sr0.925Ti1O3,1965
Ba0.05Sr0.95Ti1O3,1965
Ba0.7K0.3Sb2Ti2O1,1965
Ba1Sb1.9Sn0.1Ti2O1,1965
Li1.08Ti1.92O4,1965
Li1.12Ti1.88O4,1965
Li1.16Ti1.84O4,1965
Li1.1Ti1.9O4,1965
Mg0.05N0.92Nb0.95O0.08,1965
Li1.05Ti1.95O4,1965
Tl2O3,1965
Os2Rb1O6,1965
Bi10Fe10Sr15O46,1965
Li1.07Ti1.93O4,1965
Ba1Sb2Ti2O1,1965
Rb0.2W1O3,1965
Rb0.19W1O3.001,1965
N0.998Nb1O0.002,1965
Rb0.18W1O3,1965
Rb0.16W1O3,1965
Rb0.14W1O3,1965
Re1O3,1965
Rb0.25W1O3,1965
Rb0.19W1O3,1965
K0.18W1O3,1965
Ca0.33La1.67Ni1O4,1965
Ca0.2La0.8Rh1O3,1965
Ca0.1Ti1Y0.9O3,1965
Ca0.5Ti1Y0.5O3,1965
Ca0.3Ti1Y0.7O3,1965
Co1Na0.74O2,1965
Co1Na0.72O2,1965
Ba6Nb10O30,1965
N0.9Nb1O0.02,1965
Cd2Os2O7,1965
Cd1O1,1965
Cu2O1,1965
Sr4V3O9.51,1965
Sr4V3O9.49,1965
Sr4V3O9.44,1965
N1.22Nb1O0.18,1965
N0.87Nb1O0.13,1965
Na2Sb2Ti2O1,1965
Hg2Os2O7,1965
Na0.33V2O5,1965
Sr1Ti1O3,1965
Sr1Ti0.97Zr0.03O3,1965
As0.2Ba1Sb1.8Ti2O1,1965
Ba0.14W1O3,1965
Ba0.13W1O3,1965
Cd2Re2O7.1,1965
Cd2Re2O7,1965
Nb1O1,1965
F2Sb2Sr2Ti2O1,1965
Cs0.005W1O3,1965
Co1O2,1965
Sr4V3O9.8,1965
Sr4V3O9.73,1965
Cr3O1,1965
Ba2Ho1Sb1O6,1965
La0.9Rh1Sr0.1O3,1965
Li1.25Ti1.75O4,1965
Sn2O3,1965
As1Co1Sm1O1,1965
As2F2Sr2Ti2O1,1965
As2Ba1Ti2O1,1965
Ni1Pr2O4,1965
La0.9Sr0.1Ti1O3,1965
Li1.2Ti1.8O4,1965
Li1.333Ti1.667O4,1965
Li1Nb1O2,1965
Li1V2O4,1965
La1.4Mn2Sr1.6O7,1965
Li1.15Ti1.85O4,1965
Li1.18Ti1.82O4,1965
Li1.22Ti1.78O4,1965
La1Rh1O3,1965
Ba0.33La1.67Ni1O4,1965
Ba0.3W1O3,1965
Ti1O0.92,1965
P4W14O50,1965
La1Ni1O3,1965
V3Zr3O1,1965
La0.1Sr0.9Ti1O3,1965
K1Nb0.012Ta0.988O3,1965
Ti1.1O1,1965
W3O1,1965
Ti1O0.95,1965
K1Nb0.21Ta0.79O3,1965
K1Nb0.09Ta0.91O3,1965
La0.9Ni1Th0.1O3,1965
La0.9Ni1Sr0.1O3,1965
La0.7Sr0.3Ti1O3,1965
La0.5Sr0.5Ti1O3,1965
Sn1O1,1965
La0.22Sr1.78Ti1O4,1965
La0.3Sr0.7Ti1O3,1965
B0.057Si0.943,1968
Si1,1968
Ag1Mo6S8,1971
In3.3Mo15Se19,1971
Mo3Te4,1971
In2Mo15Se19,1971
Ho1.2Mo6S8,1971
Gd1Mo6S8,1971
Mo2Re4Se8,1971
Mo1Se2,1971
Dy1Mo6S8,1971
Cu1Mo6Se8,1971
Cu1.8Mo6S8,1971
Cu1.6Mo6S8,1971
Cu1Mo4S5,1971
Mo4.66Rh1.33Te8,1971
Mo6S8Sn0.875,1971
Mo6Pr1S8,1971
Mo6Pb1S4Se4,1971
Mo6Pb0.92S7.5,1971
Mo4Ru2Te8,1971
In3Mo15Se19,1971
In1K2Mo15Se19,1971
Mo15Na2Se19,1971
Mo5.25Nb0.75Se8,1971
Mo4Re2Te8,1971
Mo6Se8Y1,1971
K2Mo6Se6,1971
Mo6Se8Sn1,1971
Mo6S8Zn1,1971
Mo6Nd1S8,1971
Mo6.35Pb1S8,1971
Mo5Ru1Se8,1971
Mo4Ru2Se8,1971
Mo15Na3Se19,1971
Lu1Mo6S8,1971
Li3Mo15Se19,1971
Li2Mo15Se19,1971
Mo15Se19Sn2,1971
Mo6Pb1Se8,1971
Mo1S2,1971
Mo6S8Yb1,1971
Br2Mo6S6,1971
K2Mo15Se19,1971
Mo6Rb2Se6,1971
Mo15Se19Tl3.3,1971
Mo6Se8,1971
Mo6Se8Yb1,1971
Mo3S2Se2,1971
Mo5.8Ru0.2Se8,1971
Mo6Pb0.1Se8Yb0.9,1971
Mo5.25Ta0.75Te8,1971
Mo5.25Nb0.75Te8,1971
Mo6Pb0.2Se8Yb0.8,1971
Mo6Pb0.3Se8Yb0.7,1971
Mo6Pb0.7Se8Yb0.3,1971
Mo15Se19Sn2.5,1971
Mo15Se19Sn2.6,1971
Mo6Pb0.8Se8Yb0.2,1971
Mo6Pb0.9Se8Yb0.1,1971
Cu1.5Mo4.5S6,1971
Al0.013Ge0.237V0.75,1973
Al0.025Ge0.225V0.75,1973
Al0.15Ge0.85Nb3,1973
Al0.165Ge0.055Nb0.78,1973
Al0.3Ge0.7Nb3,1973
Al0.23Ge0.02Nb0.75,1973
Al0.1Ge0.15V0.75,1973
Al0.12Ge0.13V0.75,1973
Ge0.27V0.73,1973
Ge0.23V0.77,1973
Ge2Ta1,1973
Ge0.21V0.79,1973
Al0.146Ge0.086Nb0.768,1973
Al0.062Ge0.188V0.75,1973
Al0.075Ge0.175V0.75,1973
Al0.05Ge0.2V0.75,1973
Al0.586Ge0.279Nb3.07,1973
Ga0.5Ge0.5Nb3,1973
Al0.66Ge0.22Nb3.1,1973
Al0.16Ge0.05Nb0.79,1973
Ge1V3,1973
Ge1V1Zr1,1973
Ge1Ru1Zr1,1973
Ge1Nb2,1973
Al0.174Ge0.069Nb0.758,1973
Al0.18Ge0.06Nb0.76,1973
Ge1Nb3,1973
Al0.713Ge0.19Nb3.05,1973
Al0.71Ge0.29Nb3,1973
Al0.75Ge0.25Nb3,1973
Al0.75Ge0.25Nb3.8,1973
Cr3Ge1,1973
Cr1Ge1,1973
Al0.76Ge0.24Nb3,1973
Al0.77Ge0.23Nb3,1973
B2Ge1Ta5,1973
Al0.7Ge0.3Nb3,1973
Al0.8Ge0.2Nb3,1973
Al0.21Ge0.04Nb0.75,1973
Al0.225Ge0.025Nb0.75,1973
Ge1Zr1,1973
Ge2Nb3,1973
Ge2Ti1,1973
Ge2V1,1973
Al0.83Ge0.17Nb3,1973
Ge3Ti5,1973
Ga0.8Ge0.2V3,1973
Ge0.4Si0.6V3,1973
Ge0.55Nb3.45,1973
Ga0.95Ge0.05Nb3,1973
Ga0.957Ge0.043V3,1973
Ge2Ni5V3,1973
Ge2Nb1,1973
Ge0.1Nb3Sn0.9,1973
Ge0.19Nb3Sn0.81,1973
Ge0.18Nb0.82,1973
Ge0.05Nb3Sn0.95,1973
Ge0.6Si0.4V3,1973
Ge0.61Nb3Sn0.39,1973
Ge0.5Nb3Sn0.5,1973
Al0.62Ge0.38Nb3,1973
Ge0.44Nb3Sn0.56,1973
Ge0.35Nb3Sn0.65,1973
Ge0.2Nb3Sn0.8,1973
Ge0.29Nb0.71,1973
Ge0.27Nb3Sn0.73,1973
Ge0.23Mo0.77,1973
Al0.81Ge0.19Nb3,1973
Ge0.22Nb1,1973
Ge0.1Si0.9V3,1973
Ge12.5Si12.5V75,1973
Al0.188Ge0.062Nb0.75,1973
Al0.185Ge0.065Nb0.75,1973
Al0.17Ge0.08Nb0.75,1973
Al0.178Ge0.072Nb0.75,1973
Al0.55Ge0.45Nb3,1973
Al0.39Ge0.61Nb3,1973
Al0.16Ge0.09Nb0.75,1973
Ge3Mo5,1973
Ge1Mo3,1973
Al0.98Ge0.02Nb3,1973
Al0.991Ge0.009Nb3,1973
Al0.96Ge0.04Nb3,1973
Al0.97Ge0.03Nb3,1973
Al0.94Ge0.06Nb3,1973
Al0.95Ge0.05Nb3,1973
Al0.91Ge0.09Nb3,1973
Al0.93Ge0.07Nb3,1973
Al0.66Ge0.34Nb3,1973
Al0.6Ge0.4Nb3,1973
Ge1Ta3,1973
Al0.18Ge0.07Nb0.75,1973
Ba1Bi2Ti2O1,1975
Co0.94Rh0.06U6,1979
Co0.96Mo0.04U6,1979
Co1Ga5Np0.1U0.9,1979
Co1Ge0.92Si0.08U1,1979
Co1Ge0.94Si0.06U1,1979
Co1Ge0.96Si0.04U1,1979
Co1Ge0.98Si0.02U1,1979
Fe0.75Ni0.25U6,1979
Ge2U1,1979
Ge1Rh1U1,1979
Ga1.1Si0.9Yb1,1979
Ga1.15Si0.85Yb1,1979
Ir2U1,1979
Bi2.03Ce1Ni0.8,1979
In3U1,1979
Co0.92Mn0.08U6,1979
Ce3Pd4Si4,1979
Bi2Ce1Pd0.78,1979
Fe0.5Ni0.5U6,1979
Al3Ni2U1,1979
Al2.98Ni2U1,1979
Al3.05Ni1.95U1,1979
Ge2Pd2Yb1,1979
Ge2Rh2U1,1979
Au2In1Yb1,1979
B2C1Ce1Ir2,1979
B2C1Ni2U1,1979
B2Ce1Ir3,1979
B2Co3U1,1979
B2Co3Yb1,1979
Al2Pd5Pu1,1979
P2Pd2Yb1,1979
Ce1Co0.87In5Rh0.13,1979
Ce1Co0.8In5Ni0.2,1979
Ce1Co0.8In5Rh0.2,1979
Ce1Cu2Ge0.2Si1.8,1979
Ce1Cu2Ge0.3Si1.7,1979
Ce1Cu2Ge2,1979
Ce1Cu2Si2,1979
Ce1Ge2Ni2,1979
Ce0.14Ge12Pr0.86Pt4,1979
Ce0.25Ge12Pr0.75Pt4,1979
Ce0.2Ge12Pr0.8Pt4,1979
Ce1Co1.9Ru0.1,1979
Ce1Co1In5,1979
Ce1Co2,1979
Ce1Cu2Ge0.02Si1.98,1979
Ce1Cu2Ge0.04Si1.96,1979
Ce0.1Ge12Pr0.9Pt4,1979
Ce0.001La0.999Pt1Si1,1979
Ce0.05Ge12Pr0.95Pt4,1979
Ce1Co0.07Ru1.93,1979
Fe3Si5Yb2,1979
Ga5Rh1U1,1979
Ce0.07Ge12Pr0.93Pt4,1979
Ce0.085Ge12Pr0.915Pt4,1979
Fe0.25Ni0.75U6,1979
In3Yb1,1979
Ce1Co0.2Ir0.8Si3,1979
Ce1Co1Ge3,1979
Ce1Ge3Ir1,1979
Ce1In3,1979
Ce1In5Ir0.75Rh0.25,1979
Ce1In5Ir0.7Rh0.3,1979
Ce1Pt0.1Ru1.9,1979
Ge12Pt4U1,1979
Ga3Pd2U1,1979
Ge13Ru4Yb3,1979
Ce1Co0.875In5Ni0.125,1979
Ce0.95Co1In5Nd0.05,1979
Ce0.95Co1In5Yb0.05,1979
Ce0.9Co1In5Yb0.1,1979
Ce1Ir1Si3,1979
Ce1Pt0.2Ru1.8,1979
Ce1Pt1Si2,1979
Ce1Rh1Si3,1979
Ce1Ru3Si2,1979
Ce2In8Pd1,1979
Ce3In11Pt1,1979
Ce1In5Ir0.8Rh0.2,1979
Co4Sn13Yb3,1979
Co0.5Ni0.5U6,1979
Ce1In5Ir0.956Pt0.044,1979
Ce1In5Ir0.978Pt0.022,1979
Ce1In5Ir0.987Pt0.013,1979
Ce1In5Ir0.9Rh0.1,1979
Ce1In5Ir1,1979
Ce1In7Pt2,1979
C2Rh1U2,1979
Pd0.012Pt2.988U1,1979
Ni1U6,1979
Au2Ce1Si2,1979
Pd0.009Pt2.991U1,1979
B4Ce1Co4,1979
Co1U1,1979
Co4.3Sn12.7Yb3,1979
Ce0.061In1La2.939,1979
Ce0.06In1La2.94,1979
Ce0.075In1La2.925,1979
Ce0.077In1La2.923,1979
Ce0.12Si1V2.88,1979
B2Ce0.001La0.999Rh3,1979
B2Ce0.002La0.998Rh3,1979
Ce1Ge1Pd2,1979
Pt3U1,1979
Re0.01Ru1.99Si2U1,1979
Pd0.003Pt2.997U1,1979
Pd0.006Pt2.994U1,1979
B2Ce0.003La0.997Rh3,1979
Ce0.02In1La2.98,1979
Ce0.042In1La2.958,1979
Ce0.04In1La2.96,1979
B2Ce1Rh3,1979
Pd0.03Pt2.97U1,1979
Pd0.06Pt2.94U1,1979
Pd0.15Pt2.85U1,1979
C2Pt0.2Rh0.8U2,1979
C2Pt0.3Rh0.7U2,1979
Rh2Si2U1,1979
C2Ce1Ni1,1979
Ce0.9In5La0.1Rh1,1979
Rh3U1,1979
Ru2Si2U1,1979
Si1U3,1979
Ce0.975Cu2Si2,1979
Ce1Co0.1In5Rh0.9,1979
Ce1Co0.2In5Rh0.8,1979
Ce1Cu1Sb2,1979
Rh1Ru2U1,1979
Co0.97Rh0.03U1,1979
Co0.98Cr0.02U1,1979
Co0.98Fe0.02U1,1979
Co0.98Mn0.02U1,1979
Co0.98Ni0.02U1,1979
Co1Si1U1,1979
Co0.975Mo0.025U1,1979
C2Pt0.1Rh0.9U2,1979
Ce0.225Co1In5Yb0.775,1979
Ce1Pt1Si1,1979
Ce1Pt5,1979
Ce1Rh2,1979
Ce1Si2,1979
Ce7Ni3,1979
Ce0.025Ru2Si2U0.975,1979
Al2.97Pd2U1,1979
Al2Yb1,1979
Al3Gd0.05Pd2U0.95,1979
Al3La0.1Pd2U0.9,1979
B2C1Ce1Rh2,1979
B2Ce1Co3,1979
Ce0.825Co1In5La0.175,1979
C2Ir1U2,1979
Ce1Ni2,1979
Cu2Ge2Yb1,1979
Ce1Co0.75In5Ni0.25,1979
Ce1Co0.7In5Ni0.3,1979
Co4Ge7U3,1979
Si1U1,1979
Si2U3,1979
Si3U1,1979
Al2.7Ga0.3Pd2U1,1979
Al2.85Ga0.15Pd2U1,1979
Al2.94Ga0.06Pd2U1,1979
Al2.97Ga0.03Pd2U1,1979
Al4Np1,1979
Au1Pt4U1,1979
Al3La0.15Pd2U0.85,1979
Al3Pd2U1,1979
Al3Pd2U0.98Y0.02,1979
Al3U1,1979
Al3Pd2Th0.1U0.9,1979
Al3Pd2U0.99,1979
Al3Pd2U0.99Y0.01,1979
Al0.3Ga2.7Pd2U1,1979
Al1Ce1Rh1,1979
Al1B4Yb1,1979
Ce0.875Ge12Pr0.125Pt4,1979
Ce1Ge12Pt4,1979
Ge2Ir2U1,1979
Ge3U5,1979
Al2U1,1979
Al3.25Ce1Pd0.75,1979
B2C1Rh2U1,1979
Al3Pd2U0.8Y0.2,1979
Co4Ge13Yb3,1979
Ce1In5Ir0.736Pt0.264,1979
Ce1In5Ir0.828Pt0.172,1979
Ce0.002La0.998Pt1Si1,1979
Ce0.06Ge12Pr0.94Pt4,1979
Ce0.3Ge12Pr0.7Pt4,1979
Ce1Rh1Sn1,1979
Ce0.75Ge12Pr0.25Pt4,1979
Mn0.33Ni0.67U6,1979
Ir2Si2U1,1979
B4Rh4Yb1,1979
Pd2Sn1Yb1,1979
Pd2Sn1Y0.7Yb0.3,1979
Pd2Sn1Y0.9Yb0.1,1979
B2Ir3U1,1979
B1Ce1Pt3,1979
Ce2Rh3Si5,1979
Ce2Rh3Sn5,1979
Ce3Ge13Ru4,1979
Ce3Ge2Rh2,1979
C2Pt0.7Rh0.3U2,1979
C2Pt0.8Rh0.2U2,1979
Al3Ni1.98U1,1979
Al3Ni2U0.98,1979
Ce1In5Ir0.932Pt0.068,1979
Ce1Ir2,1979
Ce1P2Pd2,1979
Ce1Pd1Sb2,1979
Ce1Pt2,1979
Ce1Pt3,1979
Ce2Ge5Pd3,1979
Ce2Ir3Si5,1979
Al3Yb1,1979
Al2Np1Pd5,1979
Al3Gd0.01Pd2U0.99,1979
Al3La0.3Pd2U0.7,1979
Al3Pd1.98U1,1979
Al3Pd2Th0.02U0.98,1979
Ce1Cu2Ge0.6Si1.4,1979
Ce1Ni1Sb2,1979
Ce0.9Co1In5La0.1,1979
Ce0.85Co1In5La0.15,1979
Ce0.85Co1In5Yb0.15,1979
Ce1Co0.71In5Rh0.29,1979
Ce1Co0.77In5Rh0.23,1979
Ce1Co0.7In5Ir0.3,1979
Ce1Co0.7In5Rh0.3,1979
Ce1Co0.7In5Ru0.3,1979
Ce0.8Co1In5Yb0.2,1979
Ce0.916Co1In5Yb0.084,1979
Ce0.925Co1In5La0.075,1979
Ce0.95Co1In5La0.05,1979
Ce0.965Co1In5La0.035,1979
Ce0.987Co1In5Yb0.013,1979
Ce0.98Co1In5La0.02,1979
Ce0.98Co1In5Yb0.02,1979
Ce1Cu2Ge0.12Si1.88,1979
Ce1Cu2Ge0.1Si1.9,1979
Ce0.837Co1In5Yb0.163,1979
Ce1In5Ir0.1Rh0.9,1979
Ce1In5Ir0.25Rh0.75,1979
Ce1In5Rh1,1979
Ce0.875Co1In5La0.125,1979
Ce0.875Co1In5Yb0.125,1979
Ce1Co1.85,1979
Ce1Co1.8Ru0.2,1979
Ce1Co1.95,1979
Ce1Ir3,1979
Ce1Pd2Si2,1979
Ce1Rh2Si2,1979
Ce2Co1In8,1979
Ce1Cu2Ge0.08Si1.92,1979
Ce1Co0.8In5Ru0.2,1979
Ce1Co0.925In5Ni0.075,1979
Ce1Co0.93In5Rh0.07,1979
Ce1Co0.95In5Ni0.05,1979
Ce1Co0.9In5Ru0.1,1979
C2Pt0.95Rh0.05U2,1979
C2Pt0.9Rh0.1U2,1979
C2Pt1U2,1979
